WBS element,Name,Company code,Profit center (BU),Revenue Type,Direct/Ind./Interco,Countries (End Client),Sales Rep
PBL*EC TO COL,PBL*EC TO COL,F095,Workforce,Project,Direct customer,Canada,Patrice B. 2%
VID*FMO SF AMS,VID*FMO SF AMS,F095,SAP/SF CA,AMS,Direct customer,Canada,Yvan F.
VID*FMO WFS AMS,VID*FMO WFS AMS,F095,Workforce,AMS,Direct customer,Canada,Yvan F.
F095*F037*MELOCHE AMS,F095*F037*Meloche AMS,F095,Workday,,Intercos North America,,
F095*F037*MELOCHE INPASS,F095*F037*Meloche INPASS,F095,Workday,Project,Intercos North America,Canada,0
F095*F086*HECO WFS,F095*F086*HECO WFS,F095,Workforce,Project,Intercos North America,Canada,0
F095*F037*COW SF P2,F095*F037*COW SF P2,F095,SAP/SF CA,,Intercos North America,,
F095*F037*CBS ONB ECC,F095*F037*CBS ONB ECC,F095,SAP/SF CA,Project,Intercos North America,Canada,
F095*F037*TALAN_SFOFB,F095*F037*TALAN SF OffBoarding,F095,SAP/SF CA,,Intercos North America,,
F095*F086*ARAMAK US W1,F095*F086*Aramak US W1,F095,Workforce,Project,Intercos North America,Canada,Mathieu
F095*F086*PHOENIXBASIN,F095*F086*PhoenixBasin,F095,Workforce,Project,Intercos North America,Canada,Mathieu
F095*F086*VW WFS AMS,F095*F086*VW WFS AMS,F095,Workforce,Project,Intercos North America,Canada,Mathieu
F095*F086*ARAMAK  UK,F095*F086*Aramak  UK,F095,Workforce,Project,Intercos North America,Canada,Mathieu
F095*F037*MELOCHE WDP2,F095*F037*Meloche WDP2,F095,Workday,Project,Intercos North America,Canada,Mathieu
F095*F037*LIV*SUC ONB2,F095*F037*LIV*SUC ONB2,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F055*WGR WFSTAM+ACT,F095*F055*WGR WFSTAM+ACT,F095,Workforce,Project,Intercos North America,USA,Mathieu
F095*F086*DUQREPANALYTIC,F095*F086*DUQREPanalytic,F095,Workforce,Project,Intercos North America,Canada,Mathieu
SDI*PRO+UTA AMS,SDI*PRO+UTA AMS,F095,UKG,AMS,Indirect (Partners),Canada,Yvan F.
F095*F086*BAKER WFS ACT,F095*F086*Baker WFS ACT,F095,Workforce,Project,Intercos North America,Canada,Mathieu
SOUCY*UKG T&A AS,SOUCY*UKG T&A AS,F095,UKG,Project,Direct customer,Canada,Mathieu
SUNCOUNTRY*ZAD SUPPORT,SunCountry*ZAD support,F095,UKG,,,,
F086*GLI*SAPUTO PROG MAN,F086*GLI*Saputo prog man,F095,Workforce,Project,Intercos North America,Canada,Mathieu
F086*GLI*SHAW ACT STAFF,F086*GLI*Shaw ACT Staff,F095,Workforce,Project,Intercos North America,Canada,Mathieu
F095*F037*VDL ATS PM,F095*F037*VDL ATS PM,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*PWC WFS JOBSCH,F095*F037*PWC WFS JOBSCH,F095,Workforce,,Intercos North America,,
F095*F037*BSF,F095*F037*BSF,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*DOMTAR,F095*F037*DOMTAR,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*ESFOX,F095*F037*ESFOX,F095,SAP/SF CA,,Intercos North America,,
F095*F037*IESO,F095*F037*IESO,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*LOOKOUT,F095*F037*LOOKOUT,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*NRM,F095*F037*NRM,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*PJJC,F095*F037*PJJC,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*VIARAIL,F095*F037*VIARAIL,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*WOODBRIDGE,F095*F037*WOODBRIDGE,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*WORKJAM AMES,F095*F037*WORKJAM AMES,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*ACERA,F095*F037*Acera,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*ALBERTA INNOV.,F095*F037*Alberta Innov.,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*CITY OF REGINA,F095*F037*City of Regina,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*CMGL,F095*F037*CMGL,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*CMS,F095*F037*CMS,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*REGINA POLICE,F095*F037*Regina Police,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*TRANS MOUNTAIN,F095*F037*Trans Mountain,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*INTER PIPELINE,F095*F037*inter Pipeline,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*AL-PAC,F095*F037*Al-Pac,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*BCFSA,F095*F037*BCFSA,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*BS FOUNDATION,F095*F037*BS Foundation,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*MISSION GROUP,F095*F037*Mission GrouP,F095,SAP/SF CA,,Intercos North America,,
F095*F037*NORQUEST COL.,F095*F037*Norquest Col.,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*NRM SAPSF,F095*F037*NRM SAPSF,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*NRM WFS,F095*F037*NRM WFS,F095,Workforce,,Intercos North America,,
F095*F037*PCLCONST,F095*F037*PCLConst,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*UFA,F095*F037*UFA,F095,SAP/SF CA,AMS,Intercos North America,Canada,
F095*F079*LMO WFS,F095*F079*LMO WFS,F095,Workforce,Project,Intercos North America,USA,Mathieu
F095*F079*NETJET WFS ACT,F095*F079*NETJET WFS ACT,F095,Workforce,Project,Intercos North America,USA,Mathieu
F095*F079*NETJET WFS T&A,F095*F079*NETJET WFS T&A,F095,Workforce,Project,Intercos North America,USA,Mathieu
F095*F037*PRIMACORP,F095*F037*Primacorp,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*COOP SF WRKAXL,F095*F037*COOP SF WrkAxl,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*SASKPOWER SF,F095*F037*Saskpower SF,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*CAS AERO IMP,F095*F037*CAS aero IMP,F095,SAP/SF CA,Project,Intercos North America,Canada,
F095*F037*BRAMPTON,F095*F037*Brampton,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*RICHMOND,F095*F037*Richmond,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*WELLINGTON,F095*F037*Wellington,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*GEOSOURCE,F095*F037*Geosource,F095,SAP/SF CA,,Intercos North America,,
F095*F037*HALTON,F095*F037*Halton,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*INFRA ONTARIO,F095*F037*Infra Ontario,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*KINECTRICS,F095*F037*Kinectrics,F095,SAP/SF CA,,Intercos North America,,
F095*F037*LSC,F095*F037*LSC,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*MARTINREA,F095*F037*Martinrea,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F037*OEB,F095*F037*OEB,F095,SAP/SF CA,,Intercos North America,,
F095*F037*RECONNECT,F095*F037*Reconnect,F095,SAP/SF CA,,Intercos North America,,
F095*F037*SEAWAY,F095*F037*Seaway,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*WLU,F095*F037*WLU,F095,SAP/SF CA,AMS,Intercos North America,Canada,Dan Whitmarsh
F095*F037*YORK REGION,F095*F037*York Region,F095,SAP/SF CA,,Intercos North America,,
UAI*LIS IMPLEMENT,UAI*LIS implement,F095,UKG,,,,
F095*F037*TALAN HFR TGF,F095*F037*Talan HFR TGF,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F086*BIZDEV,F095*F086*Bizdev,F095,SAP/SF CA,,Intercos North America,,
INRGY*EXA*APPLIED_WD_AMS,INRGY EXASERV APPLIED WD AMS,F095,Workday,AMS,Intercos North America,USA,Mathieu
F095*F037*SOT_AMS_SF,F095*F037 SOT AMS SF,F095,SAP/SF CA,,Intercos North America,,
F095*F084*HALMA AMS,F095*F084*HALMA AMS,F095,Workday,AMS,Intercos Outside NA,EUROPE,Mathieu
F095*F037*AMS CMS,F095*F037*AMS CMS,F095,SAP/SF CA,,Intercos North America,,
UAI*SAAS,UAI*SAAS,F095,UKG,,,,
F095*F037* COOP MVP CR,F095*F037* COOP MVP CR,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F097*CHK AMS SF,F095*F097*CHK AMS SF,F095,SAP/SF CA,AMS,Intercos North America,USA,Elisabeth 2%
F095*F097*SOT AMS SF,F095*F097*SOT AMS SF,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*BRAM RCM ONB,F095*F037*Bram RCM ONB,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F055*TURNER T&A,F095*F055*Turner T&A,F095,Workforce,Project,Intercos North America,USA,Mathieu
F095*F037*VDL AMS RCM,F095*F037*VDL AMS RCM,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*BISCUIT LEC,F095*F037*Biscuit Lec,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*PETERBOROUGH,F095*F037*Peterborough,F095,SAP/SF CA,Project,Intercos North America,Canada,
F095*F037*UFA*COMP VP,F095*F037*UFA*COMP VP,F095,SAP/SF CA,Project,Intercos North America,Canada,
UKG_PRO_CA*WFM BALCAN,UKG_PRO_CA*WFM Balcan,F095,UKG,,,,
UNI*AMS 25,UNI*AMS 25,F095,UKG,AMS,Direct customer,Canada,Yvan F.
F095*F097*CHK*ONB 20,F095*F097*CHK*ONB 20,F095,SAP/SF CA,AMS,Direct customer,USA,0
F095*F097*AFC SF AMS,F095*F097*AFC SF AMS,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F097*AFC SFINPASS,F095*F097*AFC SFINPASS,F095,SAP/SF CA,,Intercos North America,,
F095*F097*AHS*AMS2326,F095*F097*AHS*AMS2326,F095,SAP/SF CA,,Intercos North America,,
UNI*AMS INPASS 25,UNI*AMS INPASS 25,F095,UKG,AMS,Direct customer,Canada,Yvan F.
UNI*AMS UKG,UNI*AMS UKG,F095,UKG,AMS,Direct customer,Canada,Yvan F.
F095*F097*SOT INPASS,F095*F097*SOT INPASS,F095,SAP/SF CA,,Intercos North America,,
UNI*AMS UKG CAP. INPASS,UNI*AMS UKG Cap. INPASS,F095,UKG,AMS,Direct customer,Canada,Yvan F.
F095*F037*AURORA_SF LMS,F095*F037*AURORA_SF LMS,F095,SAP/SF CA,Project,Intercos North America,Canada,
F095*F037*AURORA_SF ONB,F095*F037*AURORA_SF ONB,F095,SAP/SF CA,Project,Intercos North America,Canada,
F095*F037*LOOK ONB 20,F095*F037*Look ONB 20,F095,SAP/SF CA,,Intercos North America,,
F095*F003*ETEX,F095*F003*Etex,F095,Workforce,Project,Intercos Outside NA,EUROPE,Mathieu
F095*F084*HALMA TIER3,F095*F084*Halma TIER3,F095,Workday,AMS,Intercos Outside NA,EUROPE,Mathieu
F095*F084*HALMA_NB,F095*F084*Halma_NB,F095,Workday,AMS,Intercos Outside NA,EUROPE,Mathieu
F095*F037*WDBRDGE LMS,F095*F037*Wdbrdge LMS,F095,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
F095*F097*SOT*INPASSY2,F095*F097*SOT*INPASSY2,F095,SAP/SF CA,,Intercos North America,,
F095*F097*SOT*AMS SFY2,F095*F097*SOT*AMS SFY2,F095,SAP/SF CA,AMS,Direct customer,USA,Elisabeth
F095*F037*LONDONHYDROAMS,F095*F037*LondonHydro AMS,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
INRGY*WDFR_KYRIBA_OE,INRGY*WDFR_KYRIBA_OE,F095,Workday,Project,Intercos Outside NA,EUROPE,0
F095*F037*SLS ONB 20,F095*F037*SLS ONB 20,F095,SAP/SF CA,,Intercos North America,,
F095*F037*MELOCHE*P3,F095*F037*MELOCHE*P3,F095,Workday,,Intercos North America,,
F095*F037*RMWB*HRPC_IMPL,F095*F037*RMWB*HRPC_IMPL,F095,SAP/SF CA,Project,Intercos North America,Canada,
F095*F037*MAG*SF AMS,F095*F037*MAG*SF AMS,F095,SAP/SF CA,AMS,Intercos North America,Canada,
F095*F043*QUANTUM_ENE,F095*F043*QUANTUM_ENE,F095,Workday,Project,Intercos North America,LATAM,Mathieu
F095*F037*SEAWAY*ONB 20,F095*F037*Seaway*ONB 20,F095,SAP/SF CA,,Intercos North America,,
F095*F037*MAG*SF_T&M,F095*F037*MAG*SF_T&M,F095,SAP/SF CA,AMS,Intercos North America,Canada,
F095*F037*BCT*AMS Y2527,F095*F037*BCT*AMS Y2527,F095,SAP/SF CA,AMS,Intercos North America,Canada,Patrice B.
F095*F037*DISCO*SF IMP,F095*F037*Disco*SF IMP,F095,SAP/SF CA,,Intercos North America,,
F095*F003*INTERNAL_WORK,F095*F003*INTERNAL_WORK,F095,SAP/SF CA,,Intercos North America,,
F095*F086*GLC,F095*F086*GLC,F095,Workforce,,Intercos North America,,
F095*F086*FGF WFS T&A,F095*F086*FGF WFS T&A,F095,Workforce,Project,Intercos North America,Canada,0
F095*F037*MAG*INITIAL,F095*F037*MAG*initial,F095,SAP/SF CA,AMS,Intercos North America,Canada,
F095*F037*CANDU*LMS IMP,F095*F037*Candu*LMS IMP,F095,SAP/SF CA,Project,Intercos North America,Canada,
F095*F037*TALAN*HFR TGF,F095*F037*TALAN*HFR TGF,F095,SAP/SF CA,,Intercos North America,,
F095*F037*ALPAC_AMES,F095*F037*ALPAC_AMES,F095,SAP/SF CA,AMS,Intercos North America,,
F095*F037*COOP MVP CR,F095*F037*COOP MVP CR,F095,SAP/SF CA,,Intercos North America,,
F095*F037*SEAWAY*ADMIN_A,F095*F037*SEAWAY*ADMIN_A,F095,SAP/SF CA,,Intercos North America,,
F095*F037*WRKJAM*ADMIN_A,F095*F037*WRKJAM*ADMIN_A,F095,SAP/SF CA,,Intercos North America,,
F095*F037*PCL*ADMIN_AMS,F095*F037*PCL*ADMIN_AMS,F095,SAP/SF CA,,Intercos North America,,
F095*F037*IESO*ADMIN_AMS,F095*F037*IESO*ADMIN_AMS,F095,SAP/SF CA,AMS,Intercos North America,,
F095*F037*RICHMD*ADMIN_A,F095*F037*RICHMD*ADMIN_A,F095,SAP/SF CA,,Intercos North America,,
F095*F037*REGINA*ADMIN_A,F095*F037*REGINA*ADMIN_A,F095,SAP/SF CA,,Intercos North America,,
F095*F037*CMGL*ADMIN_A,F095*F037*CMGL*ADMIN_A,F095,SAP/SF CA,,Intercos North America,,
F095*F037*LECLERC*ADMIN,F095*F037*LECLERC*ADMIN,F095,SAP/SF CA,,Intercos North America,,
F095*F037*ABINNOVATE*AMS,F095*F037*ABINNOVATE*AMS,F095,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F095*F037*ACERA*ADMIN_AM,F095*F037*ACERA*ADMIN_AM,F095,SAP/SF CA,,Intercos North America,,
F095*F037*ESFOX_AMES,F095*F037*ESFOX_AMES,F095,SAP/SF CA,AMS,Intercos North America,Canada,
F095*F037*LOOKOUT*EC CPI,F095*F037*Lookout*EC CPI,F095,SAP/SF CA,,Intercos North America,,
F095*F037*CITYKITCH*AMS,F095*F037*CityKitch*AMS,F095,SAP/SF CA,,Intercos North America,,
F095*F037*TRANSMOUNT*AUG,F095*F037*TransMount*AUG,F095,SAP/SF CA,,Intercos North America,,
F095*F037*IMP*AMES,F095*F037*IMP*AMES,F095,SAP/SF CA,AMS,Intercos North America,,
F095*F037*PCL*STAFFAUG,F095*F037*PCL*StaffAUG,F095,SAP/SF CA,,Intercos North America,,
F095*F086*TBRHSC*SOW3,F095*F086*TBRHSC*SOW3,F095,SAP/SF CA,,Intercos North America,,
VHN*WFM ENHANCE MIGR.,VHN*WFM enhance migr.,F095,UKG,Project,Direct customer,Canada,Mathieu
F095*F055*AHS*AMS SF2326,F095*F055*AHS*AMS SF2326,F095,SAP/SF CA,,Intercos North America,,
F095*F055*SIMPLOT*AMS SF,F095*F055*Simplot*AMS SF,F095,SAP/SF CA,,Intercos North America,,
F095*F055*ALTEC*AMS SF,F095*F055*Altec*AMS SF,F095,SAP/SF CA,,Intercos North America,,
F095*F055*AGWEST*AMS SF,F095*F055*AGWEST*AMS SF,F095,SAP/SF CA,,Intercos North America,,
F095*F055*CHECKERS*AMS,F095*F055*Checkers*AMS,F095,SAP/SF CA,,Intercos North America,,
F095*F055*CHECK*INPASS,F095*F055*CHECK*INPASS,F095,SAP/SF CA,,Intercos North America,,
F095*F055*CHECKERS*ONB20,F095*F055*CHECKERS*ONB20,F095,SAP/SF CA,,Intercos North America,,
F095*F037*NORQUEST*T&M,F095*F037*NORQUEST*T&M,F095,SAP/SF CA,,Intercos North America,,
VPO*UKGC TIME APP. OPTI.,VPO*UKGC Time App. Opti.,F095,UKG,AMS,Direct customer,Canada,Mathieu
WJT*AMS UKGC,WJT*AMS UKGC,F095,UKG,AMS,Direct customer,Canada,Mathieu
F095*F086*DUQ*AMS_SOW3,F095*F086*DUQ*AMS_SOW3,F095,Workforce,,Intercos North America,,
F095*F086*DUQ*REP_SOW2,F095*F086*DUQ*REP_SOW2,F095,Workforce,,Intercos North America,,
F095*F086*BASIN_SOW1,F095*F086*Basin_SOW1,F095,SAP/SF CA,,Intercos North America,,
F095*F086*SAPUTO*CA_SOW1,F095*F086*Saputo*CA_SOW1,F095,Workforce,,Intercos North America,,
F095*F086*GCC_SOW1,F095*F086*GCC_SOW1,F095,SAP/SF CA,,Intercos North America,,
WJT*AMS UKGC INPASS,WJT*AMS UKGC INPASS,F095,UKG,AMS,Direct customer,Canada,Mathieu
F095*F086*VWAMS2526,F095*F086*VWAMS2526,F095,Workforce,,Intercos North America,,
ZAD*TESTING,ZAD*Testing,F095,UKG,Project,Indirect (Partners),Canada,Mathieu
F095*F037*PJCCI_AMES,F095*F037*PJCCI_AMES,F095,SAP/SF CA,AMS,Intercos North America,,
F095*F037*KGS*PROJECT,F095*F037*KGS*PROJECT,F095,SAP/SF CA,,Intercos North America,,
F095*F086*LERNERS*AMS_S2,F095*F086*Lerners*AMS_S2,F095,SAP/SF CA,,Intercos North America,,
F095*F055*GPC*EC PAYROLL,F095*F055*GPC*EC Payroll,F095,SAP/SF CA,,Intercos North America,,
ZAD*UNIFI COMMISSION,ZAD*Unifi Commission,F095,UKG,Licence,Indirect (Partners),Canada,Mathieu
F095*F043*EMERGENT*SUP,F095*F043*EMERGENT*SUP,F095,SAP/SF CA,,Intercos North America,,
F095*F037*LIV*SUCC ONB2,F095*F037*LIV*SUCC ONB2,F095,SAP/SF CA,,Intercos North America,,
F095*F086*HIGH_PEEL_AMS,F095*F086*HIGH_PEEL_AMS,F095,SAP/SF CA,,Intercos North America,,
F095*F086*MDX_COUNTY,F095*F086*MDX_County,F095,SAP/SF CA,,Intercos North America,,
F095*F037*BRAM RCMONBCR2,F095*F037*Bram RCMONBCR2,F095,SAP/SF CA,,Intercos North America,,
F095*F037*BRAM*RCMONBCR3,F095*F037*BRAM*RCMONBCR3,F095,SAP/SF CA,,Intercos North America,,
F055*F095*ADM*AMS SF,F055*F095*ADM*AMS SF,F055,SAP/SF CA,,Intercos North America,,
F055*F095*AFC*AMS SF,F055*F095*AFC*AMS SF,F055,SAP/SF CA,,Intercos North America,,
F055*F095*AHS*AMS US,F055*F095*AHS*AMS US,F055,SAP/SF US,,Intercos North America,,
GUILLEVIN*WD_SUP,INTALENT GUILLEVIN WD SUP,F057,Workday,,,,
HALTON*AMES,HALTON REGION - AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
HALTON*ADMIN_AMES,HALTON REGION - ADMIN_AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
HALTON*REG*SF_RECRUIT,AVENUE HR HALTON SF RECRUIT,F037,SAP/SF CA,,,,
HALTON*REG*SF_MARKET,AVENUE HR HALTON SF MARKETING,F037,SAP/SF CA,,,,
HALTON*REG*SF_ONBOARD,AVENUE HR HALTON ONBOARDING,F037,SAP/SF CA,Project,,,
HALTON*DC_MIGRATION,AVHR CANADA HALTON DATA CENTER MIG,F037,SAP/SF CA,,,,
HALTON*REG_LMS,AVHR HALTON_REG*LMS,F037,SAP/SF CA,,,,
HALTON*REG_SF_NB,HRP CANADA HALTON REG_SF_NB,F037,SAP/SF CA,,,,
F055*F095*ALT*AMS_SF,F055*F095*ALT*AMS_SF,F055,SAP/SF CA,,Intercos North America,,
F055*F095*CCC*COO SUP,F055*F095*CCC*COO Sup,F055,SAP/SF US,AMS,Intercos North America,USA,0
F055*F095*CLC*AMS SF,F055*F095*CLC*AMS SF,F055,SAP/SF CA,,Intercos North America,,
F055*F095*CLN*SFTALENT,EC RCM RMK ONB,F055,SAP/SF US,Project,Intercos North America,USA,0
F055*F095*DLT*MAT AMS,F055*F095*DLT*MAT AMS,F055,SAP/SF US,,Intercos North America,,
F055*F095*DOL*AMS,F055*F095*DOL*AMS,F055,SAP/SF US,,Intercos North America,,
F055*F095*ENU*AMS SF,F055*F095*ENU*AMS SF,F055,SAP/SF US,AMS,Intercos North America,USA,0
F055*F095*EXF*AMS SF,F055*F095*EXF*AMS SF,F055,SAP/SF US,AMS,Intercos North America,USA,0
F055*F095*PBL*RCM,F055*F095*PBL*RCM,F055,SAP/SF US,Project,Intercos North America,USA,Patrice B. 2%
F055*F095*PSA*AMS SF,F055*F095*PSA*AMS SF,F055,SAP/SF CA,AMS,Intercos North America,Canada,Patrice B.
F055*F095*PSA*ENHANFIX,F055*F095*PSA*enhanFix,F055,SAP/SF US,AMS,Intercos North America,Canada,Patrice B.
F055*F095*PSA*ENHANT&M,F055*F095*PSA*enhanT&M,F055,SAP/SF US,AMS,Intercos North America,Canada,Patrice B.
F055*F095*PUR*AMS SF,F055*F095*PUR*AMS SF,F055,SAP/SF CA,,Intercos North America,,
F055*F095*SAPSF ADMIN,F055*F095*SAPSF Admin,F055,SAP/SF CA,,Intercos North America,,
F055*F095*SAPSF BENCH,F055*F095*SAPSF Bench,F055,SAP/SF CA,,Intercos North America,,
F055*F095*SAPSF SALES,F055*F095*SAPSF Sales,F055,SAP/SF CA,,Intercos North America,,
F055*F095*SAPSF TRAIN,F055*F095*SAPSF Train,F055,SAP/SF CA,,Intercos North America,,
F055*F095*SOT*AMS SF,F055*F095*SOT*AMS SF,F055,SAP/SF CA,,Intercos North America,,
F055*F095*SOT*INPASS,F055*F095*SOT*INPASS,F055,SAP/SF US,,Intercos North America,,
F055*F097*AFC*AMS SF,F055*F097*AFC*AMS SF,F055,SAP/SF CA,,Intercos North America,,
F055*F097*AHS*AMS US,F055*F097*AHS*AMS US,F055,SAP/SF US,,Intercos North America,,
F055*F097*ALT*AMS_SF,F055*F097*ALT*AMS_SF,F055,SAP/SF US,Project,Intercos North America,USA,0
F055*F097*SOT*AMS SF,F055*F097*SOT*AMS SF,F055,SAP/SF US,Project,Intercos North America,USA,0
F055*F097*SOT*AMS SFY2,F055*F097*SOT*AMS SFY2,F055,SAP/SF CA,,Intercos North America,,
F055*F097*SOT*INPASS,F055*F097*SOT*INPASS,F055,SAP/SF US,Project,Intercos North America,USA,0
HEC_MONTREAL*PROJECT,INTALENT HEC_MONTREAL PROJECT,F057,Other (Intalent),Project,Direct customer,Canada,Mathieu
INTALENT*HELIOS_PROJ,INTALENT HELIOS_PROJ,F057,Other (Intalent),,,,
F055*F097*SOT*INPASSY2,F055*F097*SOT*INPASSY2,F055,SAP/SF US,,Intercos North America,,
F079*F086*METRO*SOW2,F079*F086*Metro*SOW2,F079,TIG,Staff Aug.,Intercos North America,USA,
F079*F086*METRO_STAFF,UKG Kronos Systems (USD):UKG SCI Metro S,F079,TIG,Staff Aug.,Intercos North America,USA,
F079*F086*MID_COUNTY,UKG Kronos Systems (USD):Middlesex Count,F079,TIG,Staff Aug.,Intercos North America,USA,
F079*F086*MIDDLESEX,F079*F086*Middlesex,F079,TIG,Staff Aug.,Intercos North America,USA,
F079*F086*UKG*DET_ENT,UKG Kronos Systems (USD):DETROIT ENTERTA,F079,TIG,Staff Aug.,Intercos North America,USA,
HRPATH_VN*CBL_VOLVO,HRPATH_VN WORK CBL VOLVO,F037,SAP/SF CA,,,,
HRPC*CITY_PETERBOROUGH,HRP CANADA CITY PETERBOROUGH,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
CPB*SAPSF PY ENH,CPB*SAPSF PY ENH,F037,SAP/SF CA,Project,,,
HRPC*INTER_PIPELINE_AMES,HRPC INTER PIPELINE AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
HRPC*INTER_PIPELINE_AMES (new),HRPC*INTER_PIPELINE_AMES (new),F037,SAP/SF CA,Project,Direct customer,Canada,Fredo
HRPC*INTER_PIPELINE_ADM,HRPC INTER PIPELINE AMES ADMIN,F037,SAP/SF CA,,,,
HRPC*NORQUEST_AMES_ADMIN,HRP CANADA NORQUEST AMES ADMIN,F037,SAP/SF CA,AMS,,,
HRPC*NORQUEST_AMES,HRP CANADA NORQUEST AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
HRPC*OCTAPHARMA_PHASE_0,HRPC OCTAPHARMA PHASE 0,F037,SAP/SF CA,,,,
BRAMPTON*RCM ONB,Brampton*RCM ONB,F037,SAP/SF CA,Project,Direct customer,Canada,Fredo
Novascotia*SAP_mig_adv (new),Novascotia*SAP_mig_adv (new),F037,SAP/SF CA,Project,Direct customer,Canada,Patrice B.
UFA*COMP VP,UFA*COMP VP,F037,SAP/SF CA,Project,Direct customer,Canada,Dan Whitmarsh
HRPC*DOMTAR_UKG,HRPC*DOMTAR_UKG,F037,UKG,Project,Indirect (Partners),Canada,Fredo
HRPC*COOP MVP CR,HRPC*COOP MVP CR,F037,SAP/SF CA,Project,Direct customer,Canada,Fredo
TALAN*HFR TGF,Talan*HFR TGF,F037,SAP/SF CA,Project,Direct customer,Canada,Fredo
LOOKOUT*ONB 20,Lookout*ONB 20,F037,SAP/SF CA,Project,Direct customer,Canada,Dan Whitmarsh
LIVINGSTON*SUCC ONB2,Livingston*SUCC ONB2,F037,SAP/SF CA,Project,0,0,0
MELOCHE*WD P2,Meloche*WD P2,F037,Workday,,,,
HRPC*TALAN_ALTO_SFOFB,HRPC*TALAN_Alto_SF Offboarding,F037,SAP/SF CA,,,,
ERP*CBS SF ONB ECC,Precision ERP*CBS SF ONB ECC,F037,SAP/SF CA,Project,Direct customer,Canada,Dan Whitmarsh
SLS*ONB 20,SLS*ONB 20,F037,SAP/SF CA,,,,
HRP_CANADA*SALES,HRP_CANADA SALES,F037,Workday,Staff Aug.,Intercos Outside NA,EUROPE,Fredo
TALAN*TGF*P3 PAYROLL,TALAN*TGF*P3 payroll,F037,SAP/SF CA,,,,
