Project definition,WBS element,Name,Profit center (BU),Company code,Company name,Revenue Type,Countries (End Client),Prov/State (End Client),Direct/Ind./Interco,Client Type (Sales Commissions),Sales Rep,% Commission,T&M / FIXED,Currency,Backlog/Pipeline,%,Amount in local currency,Posting Date,Scenario
ONTARIO_ENERGY*AVHR,AVHR*OEB_LIC_SF,AVHR ONTARIO ENERGY BOARD LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,2900.0,2025-04-01,Actual
OTTAWA_COMMUN*INTALENT,OTTAWA_COMMUN*SUPPORT_2,INTALENT OTTAWA_COMMUN*SUPPORT,Other (Intalent),F057,In Talent Solutions,AMS,Canada,QC,Direct customer,0,Mathieu,,0,CAD,Backlog,,792.0,2025-04-01,Actual
PCL_CONSTRUCTOR,PCL_CONST*SF_SUPPORT,PCL_CONSTRUCTOR  SF SUPPORT,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,17240.0,2025-04-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*BLOUNT*AMS,HRPUS*BLOUNT*AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,-3030.0,2025-04-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*BWXT_AMS,HRPUS*BWXT_AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,7800.0,2025-04-01,Actual
PJCC*HRP_CANADA,HRP_CAN*PJCCI_LIC_SF,HRP CANADA PJCCI LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,QC,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,2611.87,2025-04-01,Actual
PRIMACORP*HRPC,PRIMACORP*HRPC*PHASE2,HRPC PRIMACORP SF PHASE 2,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,AB,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,35827.28,2025-04-01,Actual
PRIMACORP*HRPC,PRIMACORP*HRPC*LIC,HRPC PRIMACORP SF LICENCES,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,AB,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,16691.55,2025-04-01,Actual
PRIMACORP*HRPC,PRIMACORP*HRPC*AMES,HRPC PRIMACORP AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,AB,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,495.0,2025-04-01,Actual
PROCOM*EXASERV_INC,PROCOM*PWC,PROCOM - PWC,SAP/SF CA,F037,HR Path Canada Inc.,Staff Aug.,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,40780.0,2025-04-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*FORDDIRECT_AMS,HRP US FORDDIRECT AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,378.0,2025-04-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*HERSHEY_AMS,HRPUS*HERSHEY_AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,-21670.0,2025-04-01,Actual
RECONNECT,RECONNECT*LIC_SF,RECONNECT LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,3573.64,2025-04-01,Actual
REGINA,REGINA_CITY*AMES,HRP CANADA REGINA_CITY AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,SK,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,5880.0,2025-04-01,Actual
REGINA,REGINA_POLICE*AMES,HRP CANADA REGINA_POLICE AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,SK,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,1500.0,2025-04-01,Actual
REGINA,REGINA_CITY*LIC_SF,HRP CANADA REGINA_CITY SF LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,SK,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,7600.0,2025-04-01,Actual
REGINA,REGINA_POLICE*LIC_SF,HRP CANADA REGINA_POLICE LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,SK,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,3755.0,2025-04-01,Actual
RICHMOND_CITY*HRPC,RICHMOND_C*HRPC*LICENSES,HRP CANADA RICHMOND CITY LICENSES,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,BC,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,741.8,2025-04-01,Actual
RICHMOND_CITY*HRPC,RICHMOND_CITY*HRPC*LMS,HRP CANADA RICHMOND CITY LMS,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,BC,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,1500.0,2025-04-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*HOLLYFRONTIER_AMS,HRPUS*HOLLYFRONTIER_AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,3913.0,2025-04-01,Actual
RMWB*HRPC,RMWB*HRPC_IMPL,HRPC RMWB IMPLEMENTATION,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,ON,Direct customer,Existing Services,Kateryna Voitukhova 2%,,T&M,CAD,Backlog,,6018.75,2025-04-01,Actual
SASKATOON_CITY*HRPC,SASKATOON_C*HRPC*PHASE1,HRP CANADA SASKATOON PHASE 1,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,SK,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,4350.0,2025-04-01,Actual
SASKPOWER*HRPC,SASKPOWER*AMES,HRP CANADA SASKPOWER AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,SK,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,25050.0,2025-04-01,Actual
EXASERV_US*WORKS,HRPUS*HRPBE_FEBELCO_SUP,HRP US w/ HRP BE FEBLECO ADD SUPPORT,SAP/SF US,F055,HRPATH USA,Project,EUROPE,0,Intercos Outside NA,0,0,,0,USD,Backlog,,100.42,2025-04-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*KEYSTONE_AMS,HRP US KEYSTONE AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,2125.0,2025-04-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*KIA_AMS,HRP US KIA AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,764.0,2025-04-01,Actual
SEAWAY*HRPC,SEAWAY*HRPC*AMES,HRP CANADA HRPC AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,2250.0,2025-04-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*SPX_AMS,HRPUS*SPX AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,-2880.0,2025-04-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*SPX_BCD_INT,HRP US SPX BCD INTEGRATION,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,6120.0,2025-04-01,Actual
SOUCY*INTALENT,SOUCY*INTALENT,INTALENT SOUCY PROJECT,Other (Intalent),F057,In Talent Solutions,Project,Canada,QC,Direct customer,0,Mathieu,,0,CAD,Backlog,,4725.0,2025-04-01,Actual
TIG*HUBBELL,HUBBELL*SUPPORT,TIG HUBBELL SUPPORT,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,9560.0,2025-04-01,Actual
INGLES*EXASERV_INC,INGLES*EXA*AMS,EXASERV US INGLES AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,5730.0,2025-04-01,Actual
JAMAICA_BROILERS*EXA,JAMAICA_BROILERS*AMS,EXA JAMAICA BROILERS AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,3718.75,2025-04-01,Actual
JANUS*EXASERV_INC,JANUS*AMS_SUPPORT,Janus Capital M LLC:JCM100  -AMS Suppor,SAP/SF US,F055,HRPATH USA,AMS,,,,,,,,USD,Backlog,,16406.25,2025-04-01,Actual
JANUS*EXASERV_INC,JANUS*BENEFEX_INT,EXASERV JANUS BENEFEX INTEGRATION,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,542.5,2025-04-01,Actual
JANUS*EXASERV_INC,JANUS*CHANGE_ORDER_1,Janus Capital M CHANGE ORDER 1,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,2580.0,2025-04-01,Actual
JE_DUNN*EXASERV_INC,JE_DUNN*ONBOARDING,EXASERV JE Dunn ONBOARDING,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,23830.0,2025-04-01,Actual
JE_DUNN*EXASERV_INC,JE_DUNN*PROJECT,EXASERV JE Dunn Recruiting project,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,218.75,2025-04-01,Actual
TIG*JOHN_DEERE,JOHN_DEERE*SUPPORT,TIG JOHN DEERE ONBOARDING PROJECT,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,6808.0,2025-04-01,Actual
KENNAMETAL*EXA,KENNAMETAL*EXA_PROJECT,KENNAMETAL*EXA_PROJECT,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,23994.0,2025-04-01,Actual
LUCID*EXASERV_INC,LUCID*EXA_PHASE_O,EXA LUCID PHASE 0,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,21598.0,2025-04-01,Actual
MAKEREADY*EXASERV_INC,MAKEREADY*NUBO_PROJ,EXASERV US MAKEREADY NUBO PROJ,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,4700.0,2025-04-01,Actual
TIG*MANSANTE,MANSANTE*SUPPORT,TIG Mansante Consulting services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,11760.0,2025-04-01,Actual
TIG*MBO_PARTNERS,MBO_PARTNERS*SUPPORT,TIG MBO partners Consulting services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,37280.0,2025-04-01,Actual
TIG*MICROEXCEL,MICROEXCEL*SUPPORT,TIG Microexcel Consulting services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,5200.0,2025-04-01,Actual
TIG*WORKS,MSC*EXA_SUPPORT,TIG EXASERV MSC,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Intercos North America,0,0,,0,USD,Backlog,,9000.0,2025-04-01,Actual
MSC*EXASERV_INC,MSC*STAFF_AUGMENTATION,EXASERV MSC STAFF AUGMENTATION,SAP/SF US,F055,HRPATH USA,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,10440.0,2025-04-01,Actual
MSC*EXASERV_INC,MSC*SUPPORT,MSC100 - MSC Direct Support,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,24392.0,2025-04-01,Actual
TIG*MSFW,MSFW*SUPPORT,TIG MSFW,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,12320.0,2025-04-01,Actual
NEMETSCHEK*EXASERV,NEMETSCHEK*AMS,EXASERV NEMETSCHEK,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,1526.0,2025-04-01,Actual
NET_JETS*EXASERV_INC,NET_JETS*TESTS_AUTOMATIS,NET_JETS*TESTS_AUTOMATISATION,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,3368.75,2025-04-01,Actual
TIG*NETJETS,NETJETS*SUPPORT,TIG Netjets WFS support,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,41935.0,2025-04-01,Actual
TIG*NIELSEN,NIELSEN_IQ*SUPPORT,TIG Nielsen Support services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,5472.0,2025-04-01,Actual
N.S.INTERNATION*EXASERV,NSI*SUPPORT,NSI*SUPPORT,SAP/SF US,F055,HRPATH USA,Licence,USA,0,Direct customer,0,0,,0,USD,Backlog,,6442.06,2025-04-01,Actual
TIG*ODYSSEY,ODYSSEY*SUPPORT,TIG Odyssey HR Consulting services,TIG,F079,Terra Information Group,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,6150.0,2025-04-01,Actual
TIG*ORAYAAH,ORAYAAH*SUPPORT,TIG Orayaah Consulting services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,9120.0,2025-04-01,Actual
ORION*EXASERV_INC,ORION*EXA*AMS,EXASERV US ORION AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,2253.0,2025-04-01,Actual
TIG*PARADOX,PARADOX_AI*TIG_SUPPORT,TIG PARADOX AI SUPPORT,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,7950.0,2025-04-01,Actual
PSYCHOGENICS*EXASERV,PSYCHOGENICS*AMS,EXASERV PSYCHOGENICS AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,5977.0,2025-04-01,Actual
RANGE*EXASERV,RANGE*AMS,EXASERV RANGE AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,2508.0,2025-04-01,Actual
TIG*RITTAL,RITTAL*SUPPORT,TIG Rittal HR support Services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,1360.0,2025-04-01,Actual
TIG*RIZING,RIZING*SUPPORT,TIG Rizing Consulting services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,1270.0,2025-04-01,Actual
RYERSON*TIG,RYERSON*TIG,TIG RYERSON,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,56700.0,2025-04-01,Actual
SEALED_AIR*EXAUS,SEALED_AIR*ASM,EXASERV US SEALED AIR ASM,SAP/SF US,F055,HRPATH USA,AMS,,,,,,,,USD,Backlog,,4760.0,2025-04-01,Actual
SEALED_AIR*EXAUS,SEALED_AIR*COMP,EXASERV US SEALED AIR COMP,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,5500.0,2025-04-01,Actual
TRANSMOUNTAIN*,TRANSMOUNTAIN*AMS,HRPC TRANSMOUNTAIN AMS,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,1500.0,2025-04-01,Actual
TRANSMOUNTAIN*,TRANSMOUNTAIN*LIC_SF,HRPC TRANSMOUNTAIN LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,4455.0,2025-04-01,Actual
SODEBO*EXASERV,SODEXO*EXASERV,EXASERV SODEXO,SAP/SF US,F055,HRPATH USA,Project,EUROPE,0,Intercos Outside NA,0,0,,0,USD,Backlog,,79611.0,2025-04-01,Actual
UFA*HRPC,UFA*HRPC_AMES,HRPC UFA AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,AB,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,3552.5,2025-04-01,Actual
VIARAIL*HRP_CANADA,VIARAIL*HRP_CANADA,VIA RAIL HRP CANADA,SAP/SF CA,F037,HR Path Canada Inc.,,,,,,,,,CAD,Backlog,,3500.0,2025-04-01,Actual
VIARAIL*HRP_CANADA,VIARAIL*LIC_SF,VIARAIL*LIC_SF,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,QC,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,7283.45,2025-04-01,Actual
VILLE_LAVAL*HRPC,VILLE_LAVAL*HRPC,HRPC VILLE DE LAVAL,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,QC,Intercos North America,Existing Services,Fredo,,T&M,CAD,Backlog,,12500.0,2025-04-01,Actual
VILLE_LAVAL*HRPC,VILLE_LAVAL*LICENCE,HRPC VILLE DE LAVAL LICENCE,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,QC,Intercos North America,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,11666.66,2025-04-01,Actual
SUMITOMO*EXAUS,SUMITOMO*EXA,EXASERV US SUMITOMO SUPPORT & LICENCE,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,450.0,2025-04-01,Actual
SYSTEMAX*EXASERV_INC,SYSTEMAX*SAP_SF_SUPPORT,Systemax Global - SF SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,1200.0,2025-04-01,Actual
TAULIA_NUBO*EXA,TAULIA_NUBO*AMS,EXA Taulia NUBO AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,56.25,2025-04-01,Actual
TGI*LUCID,TGI*LUCID,TGI LUCID PROJ,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,131952.5,2025-04-01,Actual
WLU,WLU*AMES,WLU AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,300.0,2025-04-01,Actual
WLU,WLU*LIC_SF,WLU LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Dan Whitmarsh,,FIXED PRICE,CAD,Backlog,,4968.13,2025-04-01,Actual
WOODBRIDGE,WOODBRIDGE*AMES,WOODBRIDGE AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,11100.0,2025-04-01,Actual
WOODBRIDGE,WOODBRIDGE*ADMIN_AMES,WOODBRIDGE ADMIN_AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,,,,,,,,CAD,Backlog,,7500.0,2025-04-01,Actual
WORKJAM*HRPC,WORKJAM*AMES,HRPC WORKJAM*AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,3234.7,2025-04-01,Actual
TIG*WORKS,TIG*EXA_CD_SMITH_AMS,TIG EXASERV CD SMITH AMS,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Intercos North America,0,0,,0,USD,Backlog,,710.13,2025-04-01,Actual
TIG*WORKS,TIG*EXA_PSYCHOGENIE*AMS,TIG EXASERV PSYCHOGENIE AMS,TIG,F079,Terra Information Group,AMS,USA,0,Intercos North America,0,0,,0,USD,Backlog,,1398.38,2025-04-01,Actual
TIG*SOUTHWIRE,TIG*SOUTHWIRE,TIG SOUTHWIRE,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,720.0,2025-04-01,Actual
TURNER*HRPUS,TURNER*PROJECT,HRP US TURNER CORP PROJECT,Workforce,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,42700.0,2025-04-01,Actual
UNITED_BANK,UNITED_BANK*EC_ONB_SUP,UNITED_BANK*EC_ONB_SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,131.25,2025-04-01,Actual
TIG*WALGREENS,WALGREENS*SUPPORT,TIG Walgreens Consulting services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,625.0,2025-04-01,Actual
YORK_REGION*HRPC,YORK_REGION*LIC_SF,HRPC YORK_REGION LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,6035.0,2025-04-01,Actual
YORK_REGION*HRPC,YORK_REGION*HRPC*AMES,YORK_REGION*HRPC*AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,450.0,2025-04-01,Actual
YORK_REGION*HRPC,YORK_REGION*HRPC*IAS,YORK_REGION*HRPC*IAS,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,1320.0,2025-04-01,Actual
WORLD_FGHT*EXASERV_INC,WORLD_FGHT*AMS SUPPORT,Worldwide Flight Services:WOR100 -AMS S,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,32825.63,2025-04-01,Actual
TIG*Y&L_CONSULTING,Y&L_CONSULTING*SUPPORT,TIG Y&L Consulting SUPPORT,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,6688.0,2025-04-01,Actual
ACERA*HRPC,ACERA*HRPC*AMES,HRPC ACERA AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,AB,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,10310.0,2025-05-01,Actual
ALBERTA_INNOVATES,ALBERTA_INNOV*LIC_SF,AVENUE HR ABERTA INNOVATES LICENCES SF,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,AB,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,1246.06,2025-05-01,Actual
ALIRA_HEALTH*INTALENT,ALIRA_HEALTH*WD_ASSIST,INTALENT ALIRA HEALTH WD ASSIST,Workday,F057,In Talent Solutions,Project,Canada,ON,Direct customer,0,Mathieu,,0,CAD,Backlog,,3971.41,2025-05-01,Actual
ALPAC*HRPC,ALPAC*HRPC_AMES,HRP CANADA ALPAC AMS,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,AB,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,1200.0,2025-05-01,Actual
AMF*INTALENT,AMF*CORNER,INTALENT AMF CORNER,Other (Intalent),F057,In Talent Solutions,Project,Canada,ON,Direct customer,0,Mathieu,,0,CAD,Backlog,,4810.0,2025-05-01,Actual
AMETEK*EXASERV_INC,AMETEK*CUSTOM_SUPPORT,AMETEK*CUSTOM_SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,,Direct customer,0,0,,0,USD,Backlog,,2693.0,2025-05-01,Actual
BCFSA*HRPC,BCFSA*HRPC*LIC_SF,HRPC BCFSA LICENCES SF,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,BC,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,11130.83,2025-05-01,Actual
BCFSA*HRPC,BCFSA*HRPC*AMES,HRPC BCFSA AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,BC,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,13970.5,2025-05-01,Actual
TIG*APP_DEV,APPLICATION_DEVELOP*SUPP,APPLICATION_DEVELOP*SUPPORT,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,27730.08,2025-05-01,Actual
BRAMPTON,BRAMPTON*AMES,City of BRAMPTON AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,3000.0,2025-05-01,Actual
BRAMPTON,BRAMPTON*LIC_SF,City of BRAMPTON LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,12083.32,2025-05-01,Actual
BSF,BSF*PHASE1,BSF Phase 1,BPO,F037,HR Path Canada Inc.,BPO,Canada,AB,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,15260.0,2025-05-01,Actual
BSF,BSF*HRPC_AMES,BSF*HRPC_AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,AB,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,1200.0,2025-05-01,Actual
BSF*HRPC,BSF*LICENSES,HRP CANADA BSF LICENSES,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,AB,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,25125.83,2025-05-01,Actual
TIG*BAKER,BAKER*SUPPORT,TIG Baker Testing services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,18540.0,2025-05-01,Actual
BANCO_POP*EXASERV_INC,BANCO*ONBOARDING,Banco Popular ONBOARDING 2.0,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,21804.0,2025-05-01,Actual
BANCO_POP*EXASERV_INC,BANCO*ONBOARDING_TM,Banco Popular ONBOARDING 2.0 TM,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,4750.0,2025-05-01,Actual
BANCO_POP*EXASERV_INC,BANCO_POPULAR*SUPPORT,Banco Popular:BAP200 - Support,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,16040.0,2025-05-01,Actual
BASCO*EXASERV,BASCO*INTEGRATION,BASCO*INTEGRATION,SAP/SF US,F055,HRPATH USA,Project,USA,,Direct customer,0,0,,0,USD,Backlog,,3840.0,2025-05-01,Actual
BRANCH_GROUP*EXASERV,BRANCH_GROUP*AMS,BRANCH_GROUP*AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,450.0,2025-05-01,Actual
CHART_QUALTRICS*HRPC,CHARTQUALTRICS*HRPC*PROJ,HRP CANADA CHARTQUALTRICS PROJECT,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,US (all states),Intercos North America,Existing Services,Fredo,,T&M,CAD,Backlog,,3175.66,2025-05-01,Actual
BURFORD*EXASERV,BURFORD*AMS,EXASERV BURFORD AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,1020.0,2025-05-01,Actual
CIVA*INTALENT,CIVA*PROJ,INTALENT CIVA PROJECT,Other (Intalent),F057,In Talent Solutions,Project,Canada,ON,Direct customer,0,Mathieu,,0,CAD,Backlog,,3166.13,2025-05-01,Actual
CMGL_CA*SF,CMGL*HRPC_AMES,HR PATH CANADA - PROJECT CMGL- AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,AB,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,1650.0,2025-05-01,Actual
